UF,codMun,AreaPrestacao
MG,3145703,CN 32
MG,3145877,CN 32
MG,3146602,CN 32
MG,3146701,CN 32
MG,3147808,CN 32
MG,3148202,CN 32
MG,3148301,CN 32
MG,3149002,CN 32
MG,3149408,CN 32
MG,3149507,CN 32
MG,3150109,CN 32
MG,3150307,CN 32
MG,3151107,CN 32
MG,3151305,CN 32
MG,3152709,CN 32
MG,3153103,CN 32
MG,3154101,CN 32
MG,3154200,CN 32
MG,3154408,CN 32
MG,3155405,CN 32
MG,3155801,CN 32
MG,3155900,CN 32
MG,3156106,CN 32
MG,3156205,CN 32
MG,3156304,CN 32
MG,3156452,CN 32
MG,3157278,CN 32
MG,3157302,CN 32
MG,3157336,CN 32
MG,3158409,CN 32
MG,3158607,CN 32
MG,3158706,CN 32
MG,3159308,CN 32
MG,3159407,CN 32
MG,3160009,CN 32
MG,3160702,CN 32
MG,3161403,CN 32
MG,3161502,CN 32
MG,3162500,CN 32
MG,3162906,CN 32
MG,3164431,CN 32
MG,3165008,CN 32
MG,3165602,CN 32
MG,3165701,CN 32
MG,3166204,CN 32
MG,3167301,CN 32
MG,3167509,CN 32
MG,3167905,CN 32
MG,3168804,CN 32
MG,3169000,CN 32
MG,3169208,CN 32
MG,3169901,CN 32
MG,3171402,CN 32
MG,3172004,CN 32
MG,3172103,CN 32
MG,3100500,CN 33
MG,3100609,CN 33
MG,3100906,CN 33
MG,3101003,CN 33
MG,3101102,CN 33
MG,3101706,CN 33
MG,3101805,CN 33
MG,3102209,CN 33
MG,3102704,CN 33
MG,3102852,CN 33
MG,3103405,CN 33
MG,3104700,CN 33
MG,3105202,CN 33
MG,3106507,CN 33
MG,3106606,CN 33
MG,3107802,CN 33
MG,3108800,CN 33
MG,3109253,CN 33
MG,3110806,CN 33
MG,3112059,CN 33
MG,3112307,CN 33
MG,3112653,CN 33
MG,3113008,CN 33
MG,3113404,CN 33
MG,3113701,CN 33
MG,3115458,CN 33
MG,3115706,CN 33
MG,3116001,CN 33
MG,3116100,CN 33
MG,3116803,CN 33
MG,3117009,CN 33
MG,3117405,CN 33
MG,3118403,CN 33
MG,3119203,CN 33
MG,3119500,CN 33
MG,3120003,CN 33
MG,3120151,CN 33
MG,3120839,CN 33
MG,3120870,CN 33
MG,3122108,CN 33
MG,3122207,CN 33
MG,3122355,CN 33
MG,3122454,CN 33
MG,3122504,CN 33
MG,3123106,CN 33
MG,3123528,CN 33
MG,3123700,CN 33
MG,3123858,CN 33
MG,3125606,CN 33
MG,3125804,CN 33
MG,3126505,CN 33
MG,3126752,CN 33
MG,3126802,CN 33
MG,3126901,CN 33
MG,3126950,CN 33
MG,3127057,CN 33
MG,3127305,CN 33
MG,3127370,CN 33
MG,3127503,CN 33
MG,3127701,CN 33
MG,3128006,CN 33
MG,3129301,CN 33
MG,3130556,CN 33
MG,3130903,CN 33
MG,3131208,CN 33
MG,3131802,CN 33
MG,3132305,CN 33
MG,3132701,CN 33
MG,3133204,CN 33
MG,3133303,CN 33
MG,3134004,CN 33
MG,3134103,CN 33
MG,3134707,CN 33
MG,3135076,CN 33
MG,3135456,CN 33
MG,3135803,CN 33
MG,3136009,CN 33
MG,3136108,CN 33
MG,3136504,CN 33
MG,3136520,CN 33
MG,3136553,CN 33
MG,3137007,CN 33
MG,3137700,CN 33
MG,3138351,CN 33
MG,3138674,CN 33
MG,3138906,CN 33
MG,3139201,CN 33
MG,3139409,CN 33
MG,3139508,CN 33
MG,3139607,CN 33
MG,3140100,CN 33
MG,3140530,CN 33
MG,3140555,CN 33
MG,3140605,CN 33
MG,3141405,CN 33
MG,3141504,CN 33
MG,3141702,CN 33
MG,3141801,CN 33
MG,3143153,CN 33
MG,3144003,CN 33
MG,3144201,CN 33
MG,3144300,CN 33
MG,3144359,CN 33
MG,3144672,CN 33
MG,3144904,CN 33
MG,3145307,CN 33
MG,3145356,CN 33
MG,3146206,CN 33
MG,3146305,CN 33
MG,3146750,CN 33
MG,3148400,CN 33
MG,3148509,CN 33
MG,3148608,CN 33
MG,3148707,CN 33
MG,3149952,CN 33
MG,3150000,CN 33
MG,3150158,CN 33
MG,3150539,CN 33
MG,3151909,CN 33
MG,3152170,CN 33
MG,3152402,CN 33
MG,3153509,CN 33
MG,3154002,CN 33
MG,3154150,CN 33
MG,3154309,CN 33
MG,3155108,CN 33
MG,3156007,CN 33
MG,3156601,CN 33
MG,3156809,CN 33
MG,3157104,CN 33
MG,3157252,CN 33
MG,3157500,CN 33
MG,3157658,CN 33
MG,3158102,CN 33
MG,3158201,CN 33
MG,3158904,CN 33
MG,3159357,CN 33
MG,3159506,CN 33
MG,3160207,CN 33
MG,3160306,CN 33
MG,3160959,CN 33
MG,3161056,CN 33
MG,3161601,CN 33
MG,3161650,CN 33
MG,3162559,CN 33
MG,3162575,CN 33
MG,3162609,CN 33
MG,3162807,CN 33
MG,3163003,CN 33
MG,3163300,CN 33
MG,3163508,CN 33
MG,3163607,CN 33
MG,3164001,CN 33
MG,3164100,CN 33
MG,3164472,CN 33
MG,3164506,CN 33
MG,3165503,CN 33
MG,3165552,CN 33
MG,3166105,CN 33
MG,3166709,CN 33
MG,3167608,CN 33
MG,3167707,CN 33
MG,3168051,CN 33
MG,3168408,CN 33
MG,3168606,CN 33
MG,3169505,CN 33
MG,3170057,CN 33
MG,3170305,CN 33
MG,3170578,CN 33
MG,3171154,CN 33
MG,3171501,CN 33
MG,3171600,CN 33
MG,3171808,CN 33
MG,3171907,CN 33
MG,3100104,CN 34
MG,3100708,CN 34
MG,3103504,CN 34
MG,3103751,CN 34
MG,3103801,CN 34
MG,3104007,CN 34
MG,3109808,CN 34
MG,3111101,CN 34
MG,3111408,CN 34
MG,3111804,CN 34
MG,3112604,CN 34
MG,3114303,CN 34
MG,3114550,CN 34
MG,3115003,CN 34
MG,3115805,CN 34
MG,3116407,CN 34
MG,3116902,CN 34
MG,3117306,CN 34
MG,3118205,CN 34
MG,3119302,CN 34
MG,3120706,CN 34
MG,3121258,CN 34
MG,3123502,CN 34
MG,3124807,CN 34
MG,3127008,CN 34
MG,3127107,CN 34
MG,3127909,CN 34
MG,3128907,CN 34
MG,3129103,CN 34
MG,3129509,CN 34
MG,3130705,CN 34
MG,3131406,CN 34
MG,3131604,CN 34
MG,3133402,CN 34
MG,3134202,CN 34
MG,3134400,CN 34
MG,3137106,CN 34
MG,3137502,CN 34
MG,3137536,CN 34
MG,3138625,CN 34
MG,3141207,CN 34
MG,3142809,CN 34
MG,3143104,CN 34
MG,3145000,CN 34
MG,3148004,CN 34
MG,3148103,CN 34
MG,3149200,CN 34
MG,3149804,CN 34
MG,3150703,CN 34
MG,3151602,CN 34
MG,3152808,CN 34
MG,3153004,CN 34
MG,3153400,CN 34
MG,3155504,CN 34
MG,3156403,CN 34
MG,3156908,CN 34
MG,3157708,CN 34
MG,3159704,CN 34
MG,3159803,CN 34
MG,3161304,CN 34
MG,3162104,CN 34
MG,3166808,CN 34
MG,3168101,CN 34
MG,3168903,CN 34
MG,3169604,CN 34
MG,3170107,CN 34
MG,3170206,CN 34
MG,3170438,CN 34
MG,3171006,CN 34
MG,3171105,CN 34
MG,3100807,CN 35
MG,3101201,CN 35
MG,3101300,CN 35
MG,3101409,CN 35
MG,3101607,CN 35
MG,3101904,CN 35
MG,3102001,CN 35
MG,3102605,CN 35
MG,3102803,CN 35
MG,3104106,CN 35
MG,3104304,CN 35
MG,3104908,CN 35
MG,3105301,CN 35
MG,3107109,CN 35
MG,3107604,CN 35
MG,3107901,CN 35
MG,3108008,CN 35
MG,3108305,CN 35
MG,3108404,CN 35
MG,3108909,CN 35
MG,3109105,CN 35
MG,3109501,CN 35
MG,3109709,CN 35
MG,3110301,CN 35
MG,3110509,CN 35
MG,3110608,CN 35
MG,3110707,CN 35
MG,3110905,CN 35
MG,3111002,CN 35
MG,3111200,CN 35
MG,3111309,CN 35
MG,3111606,CN 35
MG,3111903,CN 35
MG,3112000,CN 35
MG,3112406,CN 35
MG,3113602,CN 35
MG,3113909,CN 35
MG,3114105,CN 35
MG,3114402,CN 35
MG,3114600,CN 35
MG,3114709,CN 35
MG,3114808,CN 35
MG,3115102,CN 35
MG,3115508,CN 35
MG,3117108,CN 35
MG,3117207,CN 35
MG,3117702,CN 35
MG,3117801,CN 35
MG,3117900,CN 35
MG,3118502,CN 35
MG,3118700,CN 35
MG,3119005,CN 35
MG,3119906,CN 35
MG,3120201,CN 35
MG,3120508,CN 35
MG,3120805,CN 35
MG,3121100,CN 35
MG,3121209,CN 35
MG,3122405,CN 35
MG,3122801,CN 35
MG,3123601,CN 35
MG,3124401,CN 35
MG,3124500,CN 35
MG,3125101,CN 35
MG,3125200,CN 35
MG,3126307,CN 35
MG,3127404,CN 35
MG,3128105,CN 35
MG,3128303,CN 35
MG,3128709,CN 35
MG,3129202,CN 35
MG,3129707,CN 35
MG,3129905,CN 35
MG,3130002,CN 35
MG,3130408,CN 35
MG,3130507,CN 35
MG,3130606,CN 35
MG,3130804,CN 35
MG,3131505,CN 35
MG,3132404,CN 35
MG,3132909,CN 35
MG,3133006,CN 35
MG,3133105,CN 35
MG,3133600,CN 35
MG,3133758,CN 35
MG,3134301,CN 35
MG,3134509,CN 35
MG,3134806,CN 35
MG,3134905,CN 35
MG,3135902,CN 35
MG,3136900,CN 35
MG,3137809,CN 35
MG,3138203,CN 35
MG,3138708,CN 35
MG,3139003,CN 35
MG,3139904,CN 35
MG,3140407,CN 35
MG,3141900,CN 35
MG,3142601,CN 35
MG,3143005,CN 35
MG,3143203,CN 35
MG,3143401,CN 35
MG,3143807,CN 35
MG,3144102,CN 35
MG,3144409,CN 35
MG,3144508,CN 35
MG,3144607,CN 35
MG,3145109,CN 35
MG,3145505,CN 35
MG,3146008,CN 35
MG,3147204,CN 35
MG,3147303,CN 35
MG,3147600,CN 35
MG,3147907,CN 35
MG,3149101,CN 35
MG,3149903,CN 35
MG,3150901,CN 35
MG,3151008,CN 35
MG,3151701,CN 35
MG,3151800,CN 35
MG,3152501,CN 35
MG,3152600,CN 35
MG,3152907,CN 35
MG,3154705,CN 35
MG,3158300,CN 35
MG,3158805,CN 35
MG,3159209,CN 35
MG,3159605,CN 35
MG,3159902,CN 35
MG,3160801,CN 35
MG,3162005,CN 35
MG,3162203,CN 35
MG,3162302,CN 35
MG,3162948,CN 35
MG,3163201,CN 35
MG,3163706,CN 35
MG,3163904,CN 35
MG,3164407,CN 35
MG,3164704,CN 35
MG,3164902,CN 35
MG,3165107,CN 35
MG,3165206,CN 35
MG,3165305,CN 35
MG,3165404,CN 35
MG,3165578,CN 35
MG,3165800,CN 35
MG,3166402,CN 35
MG,3166907,CN 35
MG,3167004,CN 35
MG,3167400,CN 35
MG,3167806,CN 35
MG,3169059,CN 35
MG,3169109,CN 35
MG,3169307,CN 35
MG,3169406,CN 35
MG,3169802,CN 35
MG,3170701,CN 35
MG,3171709,CN 35
MG,3172202,CN 35
MG,3100203,CN 37
MG,3103900,CN 37
MG,3104205,CN 37
MG,3105103,CN 37
MG,3107000,CN 37
MG,3107406,CN 37
MG,3110400,CN 37
MG,3111507,CN 37
MG,3112802,CN 37
MG,3114006,CN 37
MG,3114204,CN 37
MG,3114501,CN 37
MG,3115607,CN 37
MG,3116605,CN 37
MG,3117603,CN 37
MG,3119807,CN 37
MG,3119955,CN 37
MG,3122306,CN 37
MG,3123205,CN 37
MG,3123403,CN 37
MG,3124708,CN 37
MG,3126109,CN 37
MG,3130200,CN 37
MG,3130309,CN 37
MG,3133501,CN 37
MG,3133808,CN 37
MG,3135308,CN 37
MG,3137205,CN 37
MG,3138302,CN 37
MG,3138807,CN 37
MG,3139706,CN 37
MG,3140506,CN 37
MG,3141306,CN 37
MG,3142403,CN 37
MG,3143500,CN 37
MG,3145208,CN 37
MG,3145604,CN 37
MG,3145802,CN 37
MG,3146404,CN 37
MG,3146503,CN 37
MG,3146909,CN 37
MG,3147105,CN 37
MG,3147709,CN 37
MG,3148905,CN 37
MG,3149606,CN 37
MG,3149705,CN 37
MG,3150505,CN 37
MG,3150604,CN 37
MG,3151404,CN 37
MG,3151503,CN 37
MG,3152006,CN 37
MG,3153707,CN 37
MG,3160405,CN 37
MG,3161205,CN 37
MG,3161809,CN 37
MG,3163102,CN 37
MG,3164308,CN 37
MG,3164605,CN 37
MG,3166600,CN 37
MG,3168200,CN 37
MG,3170602,CN 37
MG,3104452,CN 38
MG,3104502,CN 38
MG,3104809,CN 38
MG,3106655,CN 38
MG,3107307,CN 38
MG,3108206,CN 38
MG,3108255,CN 38
MG,3108503,CN 38
MG,3108552,CN 38
MG,3108602,CN 38
MG,3109204,CN 38
MG,3109303,CN 38
MG,3109402,CN 38
MG,3109451,CN 38
MG,3111150,CN 38
MG,3112703,CN 38
MG,3113503,CN 38
MG,3115474,CN 38
MG,3116159,CN 38
MG,3116506,CN 38
MG,3117836,CN 38
MG,3118809,CN 38
MG,3119104,CN 38
MG,3120102,CN 38
MG,3120300,CN 38
MG,3120904,CN 38
MG,3121001,CN 38
MG,3121605,CN 38
MG,3122470,CN 38
MG,3123809,CN 38
MG,3124302,CN 38
MG,3125408,CN 38
MG,3125507,CN 38
MG,3125705,CN 38
MG,3126208,CN 38
MG,3126604,CN 38
MG,3126703,CN 38
MG,3127073,CN 38
MG,3127339,CN 38
MG,3127354,CN 38
MG,3127602,CN 38
MG,3127800,CN 38
MG,3128253,CN 38
MG,3128600,CN 38
MG,3129608,CN 38
MG,3129657,CN 38
MG,3130051,CN 38
MG,3130655,CN 38
MG,3131109,CN 38
MG,3132008,CN 38
MG,3132107,CN 38
MG,3132503,CN 38
MG,3135050,CN 38
MG,3135100,CN 38
MG,3135209,CN 38
MG,3135357,CN 38
MG,3135605,CN 38
MG,3136306,CN 38
MG,3136405,CN 38
MG,3136579,CN 38
MG,3136801,CN 38
MG,3136959,CN 38
MG,3137304,CN 38
MG,3138104,CN 38
MG,3138658,CN 38
MG,3138682,CN 38
MG,3139250,CN 38
MG,3139300,CN 38
MG,3140852,CN 38
MG,3141009,CN 38
MG,3142007,CN 38
MG,3142254,CN 38
MG,3142502,CN 38
MG,3142700,CN 38
MG,3142908,CN 38
MG,3143302,CN 38
MG,3143450,CN 38
MG,3143609,CN 38
MG,3144375,CN 38
MG,3144656,CN 38
MG,3145059,CN 38
MG,3145372,CN 38
MG,3145455,CN 38
MG,3146255,CN 38
MG,3146552,CN 38
MG,3147006,CN 38
MG,3147956,CN 38
MG,3149150,CN 38
MG,3150570,CN 38
MG,3151206,CN 38
MG,3152131,CN 38
MG,3152204,CN 38
MG,3153202,CN 38
MG,3153301,CN 38
MG,3154457,CN 38
MG,3154507,CN 38
MG,3155603,CN 38
MG,3156502,CN 38
MG,3157005,CN 38
MG,3157377,CN 38
MG,3157609,CN 38
MG,3160454,CN 38
MG,3160603,CN 38
MG,3161106,CN 38
MG,3161700,CN 38
MG,3162252,CN 38
MG,3162401,CN 38
MG,3162450,CN 38
MG,3162658,CN 38
MG,3162708,CN 38
MG,3164209,CN 38
MG,3165909,CN 38
MG,3166501,CN 38
MG,3166956,CN 38
MG,3167103,CN 38
MG,3168002,CN 38
MG,3169356,CN 38
MG,3169703,CN 38
MG,3170008,CN 38
MG,3170404,CN 38
MG,3170479,CN 38
MG,3170529,CN 38
MG,3170651,CN 38
MG,3170750,CN 38
MG,3170800,CN 38
MG,3170909,CN 38
MG,3171030,CN 38
MG,3171071,CN 38
MS,5000203,CN 67
MS,5000252,CN 67
MS,5000609,CN 67
MS,5000708,CN 67
MS,5000807,CN 67
MS,5000856,CN 67
MS,5000906,CN 67
MS,5001003,CN 67
MS,5001102,CN 67
MS,5001243,CN 67
MS,5001508,CN 67
MS,5001904,CN 67
MS,5002001,CN 67
MS,5002100,CN 67
MS,5002159,CN 67
MS,5002209,CN 67
MS,5002308,CN 67
MS,5002407,CN 67
MS,5002605,CN 67
MS,5002704,CN 67
MS,5002803,CN 67
MS,5002902,CN 67
MS,5002951,CN 67
MS,5003108,CN 67
MS,5003157,CN 67
MS,5003207,CN 67
MS,5003256,CN 67
MS,5003306,CN 67
MS,5003454,CN 67
MS,5003488,CN 67
MS,5003504,CN 67
MS,5003702,CN 67
MS,5003751,CN 67
MS,5003801,CN 67
MS,5003900,CN 67
MS,5004007,CN 67
MS,5004106,CN 67
MS,5004304,CN 67
MS,5004403,CN 67
MS,5004502,CN 67
MS,5004601,CN 67
MS,5004700,CN 67
MS,5004809,CN 67
MS,5004908,CN 67
MS,5005004,CN 67
MS,5005103,CN 67
MS,5005152,CN 67
MS,5005202,CN 67
MS,5005251,CN 67
MS,5005400,CN 67
MS,5005608,CN 67
MS,5005681,CN 67
MS,5005707,CN 67
MS,5005806,CN 67
MS,5006002,CN 67
MS,5006200,CN 67
MS,5006259,CN 67
MS,5006275,CN 67
MS,5006309,CN 67
MS,5006358,CN 67
MS,5006408,CN 67
MS,5006606,CN 67
MS,5006903,CN 67
MS,5007109,CN 67
MS,5007208,CN 67
MS,5007307,CN 67
MS,5007406,CN 67
MS,5007505,CN 67
MS,5007554,CN 67
MS,5007695,CN 67
MS,5007703,CN 67
MS,5007802,CN 67
MS,5007901,CN 67
MS,5007935,CN 67
MS,5007950,CN 67
MS,5007976,CN 67
MS,5008008,CN 67
MS,5008305,CN 67
MS,5008404,CN 67
MT,5100102,CN 65
MT,5100508,CN 65
MT,5101258,CN 65
MT,5101308,CN 65
MT,5101605,CN 65
MT,5101704,CN 65
MT,5102504,CN 65
MT,5102637,CN 65
MT,5102686,CN 65
MT,5103007,CN 65
MT,5103304,CN 65
MT,5103361,CN 65
MT,5103403,CN 65
MT,5103437,CN 65
MT,5103452,CN 65
MT,5103502,CN 65
MT,5103809,CN 65
MT,5103957,CN 65
MT,5104500,CN 65
MT,5104526,CN 65
MT,5104542,CN 65
MT,5104609,CN 65
MT,5104906,CN 65
MT,5105002,CN 65
MT,5105234,CN 65
MT,5105259,CN 65
MT,5105507,CN 65
MT,5105622,CN 65
MT,5105903,CN 65
MT,5106000,CN 65
MT,5106109,CN 65
MT,5106182,CN 65
MT,5106224,CN 65
MT,5106232,CN 65
MT,5106505,CN 65
MT,5106752,CN 65
MT,5106828,CN 65
MT,5106851,CN 65
MT,5107107,CN 65
MT,5107156,CN 65
MT,5107206,CN 65
MT,5107263,CN 65
MT,5107305,CN 65
MT,5107701,CN 65
MT,5107750,CN 65
MT,5107768,CN 65
MT,5107800,CN 65
MT,5107875,CN 65
MT,5107958,CN 65
MT,5108352,CN 65
MT,5108402,CN 65
MT,5108857,CN 65
MT,5100201,CN 66
MT,5100250,CN 66
MT,5100300,CN 66
MT,5100359,CN 66
MT,5100409,CN 66
MT,5100607,CN 66
MT,5100805,CN 66
MT,5101001,CN 66
MT,5101209,CN 66
MT,5101407,CN 66
MT,5101803,CN 66
MT,5101852,CN 66
MT,5101902,CN 66
MT,5102603,CN 66
MT,5102678,CN 66
MT,5102694,CN 66
MT,5102702,CN 66
MT,5102793,CN 66
MT,5102850,CN 66
MT,5103056,CN 66
MT,5103106,CN 66
MT,5103205,CN 66
MT,5103254,CN 66
MT,5103353,CN 66
MT,5103379,CN 66
MT,5103601,CN 66
MT,5103700,CN 66
MT,5103858,CN 66
MT,5103908,CN 66
MT,5104104,CN 66
MT,5104203,CN 66
MT,5104559,CN 66
MT,5104807,CN 66
MT,5105101,CN 66
MT,5105150,CN 66
MT,5105176,CN 66
MT,5105200,CN 66
MT,5105309,CN 66
MT,5105580,CN 66
MT,5105606,CN 66
MT,5106158,CN 66
MT,5106174,CN 66
MT,5106190,CN 66
MT,5106208,CN 66
MT,5106216,CN 66
MT,5106240,CN 66
MT,5106257,CN 66
MT,5106265,CN 66
MT,5106273,CN 66
MT,5106281,CN 66
MT,5106299,CN 66
MT,5106307,CN 66
MT,5106315,CN 66
MT,5106372,CN 66
MT,5106422,CN 66
MT,5106455,CN 66
MT,5106653,CN 66
MT,5106703,CN 66
MT,5106778,CN 66
MT,5106802,CN 66
MT,5107008,CN 66
MT,5107040,CN 66
MT,5107065,CN 66
MT,5107180,CN 66
MT,5107198,CN 66
MT,5107248,CN 66
MT,5107297,CN 66
MT,5107354,CN 66
MT,5107404,CN 66
MT,5107578,CN 66
MT,5107602,CN 66
MT,5107743,CN 66
MT,5107776,CN 66
MT,5107792,CN 66
MT,5107859,CN 66
MT,5107883,CN 66
MT,5107909,CN 66
MT,5107925,CN 66
MT,5107941,CN 66
MT,5108006,CN 66
MT,5108055,CN 66
MT,5108105,CN 66
MT,5108204,CN 66
MT,5108303,CN 66
MT,5108501,CN 66
MT,5108600,CN 66
MT,5108808,CN 66
MT,5108907,CN 66
MT,5108956,CN 66
PA,1500107,CN 91
PA,1500206,CN 91
PA,1500305,CN 91
PA,1500701,CN 91
PA,1500800,CN 91
PA,1500859,CN 91
PA,1500909,CN 91
PA,1500958,CN 91
PA,1501105,CN 91
PA,1501204,CN 91
PA,1501303,CN 91
PA,1501402,CN 91
PA,1501501,CN 91
PA,1501600,CN 91
PA,1501709,CN 91
PA,1501808,CN 91
PA,1501907,CN 91
PA,1501956,CN 91
PA,1502004,CN 91
PA,1502103,CN 91
PA,1502202,CN 91
PA,1502301,CN 91
PA,1502400,CN 91
PA,1502509,CN 91
PA,1502608,CN 91
PA,1502756,CN 91
PA,1502806,CN 91
PA,1502905,CN 91
PA,1503077,CN 91
PA,1503101,CN 91
PA,1503200,CN 91
PA,1503309,CN 91
PA,1503408,CN 91
PA,1503457,CN 91
PA,1503507,CN 91
PA,1504000,CN 91
PA,1504059,CN 91
PA,1504109,CN 91
PA,1504307,CN 91
PA,1504406,CN 91
PA,1504422,CN 91
PA,1504505,CN 91
PA,1504604,CN 91
PA,1504703,CN 91
PA,1504901,CN 91
PA,1504950,CN 91
PA,1505007,CN 91
PA,1505205,CN 91
PA,1505403,CN 91
PA,1505486,CN 91
PA,1505502,CN 91
PA,1505601,CN 91
PA,1505700,CN 91
PA,1505809,CN 91
PA,1506104,CN 91
PA,1506112,CN 91
PA,1506203,CN 91
PA,1506302,CN 91
PA,1506351,CN 91
PA,1506401,CN 91
PA,1506500,CN 91
PA,1506559,CN 91
PA,1506609,CN 91
PA,1506906,CN 91
PA,1507003,CN 91
PA,1507102,CN 91
PA,1507201,CN 91
PA,1507409,CN 91
PA,1507466,CN 91
PA,1507474,CN 91
PA,1507607,CN 91
PA,1507706,CN 91
PA,1507805,CN 91
PA,1507904,CN 91
PA,1507953,CN 91
PA,1507961,CN 91
PA,1508001,CN 91
PA,1508035,CN 91
PA,1508126,CN 91
PA,1508209,CN 91
PA,1508308,CN 91
PA,1500404,CN 93
PA,1500503,CN 93
PA,1500602,CN 93
PA,1501006,CN 93
PA,1501451,CN 93
PA,1501725,CN 93
PA,1502855,CN 93
PA,1503002,CN 93
PA,1503606,CN 93
PA,1503754,CN 93
PA,1503903,CN 93
PA,1504455,CN 93
PA,1504802,CN 93
PA,1505031,CN 93
PA,1505106,CN 93
PA,1505304,CN 93
PA,1505650,CN 93
PA,1505908,CN 93
PA,1506005,CN 93
PA,1506195,CN 93
PA,1506807,CN 93
PA,1507979,CN 93
PA,1508050,CN 93
PA,1508159,CN 93
PA,1508357,CN 93
PA,1500131,CN 94
PA,1500347,CN 94
PA,1501253,CN 94
PA,1501576,CN 94
PA,1501758,CN 94
PA,1501782,CN 94
PA,1502152,CN 94
PA,1502707,CN 94
PA,1502764,CN 94
PA,1502772,CN 94
PA,1502939,CN 94
PA,1502954,CN 94
PA,1503044,CN 94
PA,1503093,CN 94
PA,1503705,CN 94
PA,1503804,CN 94
PA,1504208,CN 94
PA,1504976,CN 94
PA,1505064,CN 94
PA,1505437,CN 94
PA,1505494,CN 94
PA,1505536,CN 94
PA,1505551,CN 94
PA,1505635,CN 94
PA,1506138,CN 94
PA,1506161,CN 94
PA,1506187,CN 94
PA,1506583,CN 94
PA,1506708,CN 94
PA,1507151,CN 94
PA,1507300,CN 94
PA,1507458,CN 94
PA,1507508,CN 94
PA,1507755,CN 94
PA,1508084,CN 94
PA,1508100,CN 94
PA,1508407,CN 94
PB,2500106,CN 83
PB,2500205,CN 83
PB,2500304,CN 83
PB,2500403,CN 83
PB,2500502,CN 83
PB,2500536,CN 83
PB,2500577,CN 83
PB,2500601,CN 83
PB,2500700,CN 83
PB,2500734,CN 83
PB,2500775,CN 83
PB,2500809,CN 83
PB,2500908,CN 83
PB,2501005,CN 83
PB,2501104,CN 83
PB,2501153,CN 83
PB,2501203,CN 83
PB,2501302,CN 83
PB,2501351,CN 83
PB,2501401,CN 83
PB,2501500,CN 83
PB,2501534,CN 83
PB,2501575,CN 83
PB,2501609,CN 83
PB,2501708,CN 83
PB,2501807,CN 83
PB,2501906,CN 83
PB,2502003,CN 83
PB,2502052,CN 83
PB,2502102,CN 83
PB,2502151,CN 83
PB,2502201,CN 83
PB,2502300,CN 83
PB,2502409,CN 83
PB,2502508,CN 83
PB,2502607,CN 83
PB,2502706,CN 83
PB,2502805,CN 83
PB,2502904,CN 83
PB,2503001,CN 83
PB,2503100,CN 83
PB,2503209,CN 83
PB,2503308,CN 83
PB,2503407,CN 83
PB,2503506,CN 83
PB,2503555,CN 83
PB,2503605,CN 83
PB,2503704,CN 83
PB,2503753,CN 83
PB,2503803,CN 83
PB,2503902,CN 83
PB,2504009,CN 83
PB,2504033,CN 83
PB,2504074,CN 83
PB,2504108,CN 83
PB,2504157,CN 83
PB,2504207,CN 83
PB,2504306,CN 83
PB,2504355,CN 83
PB,2504405,CN 83
PB,2504504,CN 83
PB,2504603,CN 83
PB,2504702,CN 83
PB,2504801,CN 83
PB,2504850,CN 83
PB,2504900,CN 83
PB,2505006,CN 83
PB,2505105,CN 83
PB,2505204,CN 83
PB,2505238,CN 83
PB,2505279,CN 83
PB,2505303,CN 83
PB,2505352,CN 83
PB,2505402,CN 83
PB,2505501,CN 83
PB,2505600,CN 83
PB,2505709,CN 83
PB,2505808,CN 83
PB,2505907,CN 83
PB,2506004,CN 83
PB,2506103,CN 83
PB,2506202,CN 83
PB,2506251,CN 83
PB,2506301,CN 83
PB,2506400,CN 83
PB,2506509,CN 83
PB,2506608,CN 83
PB,2506707,CN 83
PB,2506806,CN 83
PB,2506905,CN 83
PB,2507002,CN 83
PB,2507101,CN 83
PB,2507200,CN 83
PB,2507309,CN 83
PB,2507408,CN 83
PB,2507507,CN 83
PB,2507606,CN 83
PB,2507705,CN 83
PB,2507804,CN 83
PB,2507903,CN 83
PB,2508000,CN 83
PB,2508109,CN 83
PB,2508208,CN 83
PB,2508307,CN 83
PB,2508406,CN 83
PB,2508505,CN 83
PB,2508554,CN 83
PB,2508604,CN 83
PB,2508703,CN 83
PB,2508802,CN 83
PB,2508901,CN 83
PB,2509008,CN 83
PB,2509057,CN 83
PB,2509107,CN 83
PB,2509156,CN 83
PB,2509206,CN 83
PB,2509305,CN 83
PB,2509339,CN 83
PB,2509370,CN 83
PB,2509396,CN 83
PB,2509404,CN 83
PB,2509503,CN 83
PB,2509602,CN 83
PB,2509701,CN 83
PB,2509800,CN 83
PB,2509909,CN 83
PB,2510006,CN 83
PB,2510105,CN 83
PB,2510204,CN 83
PB,2510303,CN 83
PB,2510402,CN 83
PB,2510501,CN 83
PB,2510600,CN 83
PB,2510659,CN 83
PB,2510709,CN 83
PB,2510808,CN 83
PB,2510907,CN 83
PB,2511004,CN 83
PB,2511103,CN 83
PB,2511202,CN 83
PB,2511301,CN 83
PB,2511400,CN 83
PB,2511509,CN 83
PB,2511608,CN 83
PB,2511707,CN 83
PB,2511806,CN 83
PB,2511905,CN 83
PB,2512002,CN 83
PB,2512036,CN 83
PB,2512077,CN 83
PB,2512101,CN 83
PB,2512200,CN 83
PB,2512309,CN 83
PB,2512408,CN 83
PB,2512507,CN 83
