UF,codMun,AreaPrestacao
PB,2512606,CN 83
PB,2512705,CN 83
PB,2512721,CN 83
PB,2512747,CN 83
PB,2512754,CN 83
PB,2512762,CN 83
PB,2512788,CN 83
PB,2512804,CN 83
PB,2512903,CN 83
PB,2513000,CN 83
PB,2513109,CN 83
PB,2513158,CN 83
PB,2513208,CN 83
PB,2513307,CN 83
PB,2513356,CN 83
PB,2513406,CN 83
PB,2513505,CN 83
PB,2513604,CN 83
PB,2513653,CN 83
PB,2513703,CN 83
PB,2513802,CN 83
PB,2513851,CN 83
PB,2513901,CN 83
PB,2513927,CN 83
PB,2513943,CN 83
PB,2513968,CN 83
PB,2513984,CN 83
PB,2514008,CN 83
PB,2514107,CN 83
PB,2514206,CN 83
PB,2514305,CN 83
PB,2514404,CN 83
PB,2514453,CN 83
PB,2514503,CN 83
PB,2514552,CN 83
PB,2514602,CN 83
PB,2514651,CN 83
PB,2514701,CN 83
PB,2514800,CN 83
PB,2514909,CN 83
PB,2515005,CN 83
PB,2515104,CN 83
PB,2515203,CN 83
PB,2515302,CN 83
PB,2515401,CN 83
PB,2515500,CN 83
PB,2515609,CN 83
PB,2515708,CN 83
PB,2515807,CN 83
PB,2515906,CN 83
PB,2515930,CN 83
PB,2515971,CN 83
PB,2516003,CN 83
PB,2516102,CN 83
PB,2516151,CN 83
PB,2516201,CN 83
PB,2516300,CN 83
PB,2516409,CN 83
PB,2516508,CN 83
PB,2516607,CN 83
PB,2516706,CN 83
PB,2516755,CN 83
PB,2516805,CN 83
PB,2516904,CN 83
PB,2517001,CN 83
PB,2517100,CN 83
PB,2517209,CN 83
PB,2517407,CN 83
PE,2600054,CN 81
PE,2600302,CN 81
PE,2600401,CN 81
PE,2600708,CN 81
PE,2600807,CN 81
PE,2600906,CN 81
PE,2601052,CN 81
PE,2601300,CN 81
PE,2601409,CN 81
PE,2601508,CN 81
PE,2601706,CN 81
PE,2601904,CN 81
PE,2602209,CN 81
PE,2602308,CN 81
PE,2602605,CN 81
PE,2602704,CN 81
PE,2602902,CN 81
PE,2603108,CN 81
PE,2603454,CN 81
PE,2603504,CN 81
PE,2603603,CN 81
PE,2604007,CN 81
PE,2604106,CN 81
PE,2604155,CN 81
PE,2604205,CN 81
PE,2604403,CN 81
PE,2604502,CN 81
PE,2604601,CN 81
PE,2604809,CN 81
PE,2604908,CN 81
PE,2605004,CN 81
PE,2605202,CN 81
PE,2605400,CN 81
PE,2605459,CN 81
PE,2605509,CN 81
PE,2605806,CN 81
PE,2605905,CN 81
PE,2606101,CN 81
PE,2606200,CN 81
PE,2606408,CN 81
PE,2606804,CN 81
PE,2607208,CN 81
PE,2607604,CN 81
PE,2607653,CN 81
PE,2607752,CN 81
PE,2607802,CN 81
PE,2607901,CN 81
PE,2607950,CN 81
PE,2608008,CN 81
PE,2608107,CN 81
PE,2608206,CN 81
PE,2608453,CN 81
PE,2608503,CN 81
PE,2608701,CN 81
PE,2608909,CN 81
PE,2609006,CN 81
PE,2609105,CN 81
PE,2609204,CN 81
PE,2609402,CN 81
PE,2609501,CN 81
PE,2609600,CN 81
PE,2609709,CN 81
PE,2610004,CN 81
PE,2610202,CN 81
PE,2610509,CN 81
PE,2610608,CN 81
PE,2610707,CN 81
PE,2611309,CN 81
PE,2611408,CN 81
PE,2611507,CN 81
PE,2611606,CN 81
PE,2611705,CN 81
PE,2611804,CN 81
PE,2611903,CN 81
PE,2612000,CN 81
PE,2612109,CN 81
PE,2612505,CN 81
PE,2612703,CN 81
PE,2612901,CN 81
PE,2613008,CN 81
PE,2613107,CN 81
PE,2613305,CN 81
PE,2613404,CN 81
PE,2613701,CN 81
PE,2613800,CN 81
PE,2614204,CN 81
PE,2614501,CN 81
PE,2614709,CN 81
PE,2614857,CN 81
PE,2615003,CN 81
PE,2615300,CN 81
PE,2615409,CN 81
PE,2615508,CN 81
PE,2616183,CN 81
PE,2616209,CN 81
PE,2616308,CN 81
PE,2616407,CN 81
PE,2616506,CN 81
PE,2600104,CN 87
PE,2600203,CN 87
PE,2600500,CN 87
PE,2600609,CN 87
PE,2601003,CN 87
PE,2601102,CN 87
PE,2601201,CN 87
PE,2601607,CN 87
PE,2601805,CN 87
PE,2602001,CN 87
PE,2602100,CN 87
PE,2602407,CN 87
PE,2602506,CN 87
PE,2602803,CN 87
PE,2603009,CN 87
PE,2603207,CN 87
PE,2603306,CN 87
PE,2603405,CN 87
PE,2603702,CN 87
PE,2603801,CN 87
PE,2603900,CN 87
PE,2603926,CN 87
PE,2604304,CN 87
PE,2604700,CN 87
PE,2605103,CN 87
PE,2605152,CN 87
PE,2605301,CN 87
PE,2605608,CN 87
PE,2605707,CN 87
PE,2606002,CN 87
PE,2606309,CN 87
PE,2606507,CN 87
PE,2606606,CN 87
PE,2606705,CN 87
PE,2606903,CN 87
PE,2607000,CN 87
PE,2607109,CN 87
PE,2607307,CN 87
PE,2607406,CN 87
PE,2607505,CN 87
PE,2607703,CN 87
PE,2608057,CN 87
PE,2608255,CN 87
PE,2608305,CN 87
PE,2608404,CN 87
PE,2608602,CN 87
PE,2608750,CN 87
PE,2608800,CN 87
PE,2609154,CN 87
PE,2609303,CN 87
PE,2609808,CN 87
PE,2609907,CN 87
PE,2610103,CN 87
PE,2610301,CN 87
PE,2610400,CN 87
PE,2610806,CN 87
PE,2610905,CN 87
PE,2611002,CN 87
PE,2611101,CN 87
PE,2611200,CN 87
PE,2611533,CN 87
PE,2612208,CN 87
PE,2612307,CN 87
PE,2612406,CN 87
PE,2612455,CN 87
PE,2612471,CN 87
PE,2612554,CN 87
PE,2612604,CN 87
PE,2612802,CN 87
PE,2613206,CN 87
PE,2613503,CN 87
PE,2613602,CN 87
PE,2613909,CN 87
PE,2614006,CN 87
PE,2614105,CN 87
PE,2614303,CN 87
PE,2614402,CN 87
PE,2614600,CN 87
PE,2614808,CN 87
PE,2615102,CN 87
PE,2615201,CN 87
PE,2615607,CN 87
PE,2615706,CN 87
PE,2615805,CN 87
PE,2615904,CN 87
PE,2616001,CN 87
PE,2616100,CN 87
PI,2200103,CN 86
PI,2200202,CN 86
PI,2200301,CN 86
PI,2200400,CN 86
PI,2200509,CN 86
PI,2200608,CN 86
PI,2201051,CN 86
PI,2201200,CN 86
PI,2201408,CN 86
PI,2201507,CN 86
PI,2201606,CN 86
PI,2201770,CN 86
PI,2201919,CN 86
PI,2201945,CN 86
PI,2201960,CN 86
PI,2202000,CN 86
PI,2202026,CN 86
PI,2202059,CN 86
PI,2202083,CN 86
PI,2202174,CN 86
PI,2202208,CN 86
PI,2202406,CN 86
PI,2202539,CN 86
PI,2202604,CN 86
PI,2202653,CN 86
PI,2202703,CN 86
PI,2202711,CN 86
PI,2202729,CN 86
PI,2202737,CN 86
PI,2203255,CN 86
PI,2203305,CN 86
PI,2203420,CN 86
PI,2203503,CN 86
PI,2203701,CN 86
PI,2204600,CN 86
PI,2204659,CN 86
PI,2205250,CN 86
PI,2205276,CN 86
PI,2205409,CN 86
PI,2205458,CN 86
PI,2205508,CN 86
PI,2205516,CN 86
PI,2205540,CN 86
PI,2205557,CN 86
PI,2205573,CN 86
PI,2205581,CN 86
PI,2205706,CN 86
PI,2205805,CN 86
PI,2205854,CN 86
PI,2206100,CN 86
PI,2206209,CN 86
PI,2206308,CN 86
PI,2206357,CN 86
PI,2206407,CN 86
PI,2206670,CN 86
PI,2206696,CN 86
PI,2206720,CN 86
PI,2206753,CN 86
PI,2206803,CN 86
PI,2206951,CN 86
PI,2207108,CN 86
PI,2207504,CN 86
PI,2207702,CN 86
PI,2207751,CN 86
PI,2207793,CN 86
PI,2207900,CN 86
PI,2208304,CN 86
PI,2208403,CN 86
PI,2208502,CN 86
PI,2208601,CN 86
PI,2208809,CN 86
PI,2209450,CN 86
PI,2209609,CN 86
PI,2209807,CN 86
PI,2209872,CN 86
PI,2209906,CN 86
PI,2209971,CN 86
PI,2210052,CN 86
PI,2210383,CN 86
PI,2210409,CN 86
PI,2210508,CN 86
PI,2210656,CN 86
PI,2211001,CN 86
PI,2211100,CN 86
PI,2200053,CN 89
PI,2200251,CN 89
PI,2200277,CN 89
PI,2200459,CN 89
PI,2200707,CN 89
PI,2200806,CN 89
PI,2200905,CN 89
PI,2200954,CN 89
PI,2201002,CN 89
PI,2201101,CN 89
PI,2201150,CN 89
PI,2201176,CN 89
PI,2201309,CN 89
PI,2201556,CN 89
PI,2201572,CN 89
PI,2201705,CN 89
PI,2201739,CN 89
PI,2201804,CN 89
PI,2201903,CN 89
PI,2201929,CN 89
PI,2201988,CN 89
PI,2202075,CN 89
PI,2202091,CN 89
PI,2202109,CN 89
PI,2202117,CN 89
PI,2202133,CN 89
PI,2202251,CN 89
PI,2202307,CN 89
PI,2202455,CN 89
PI,2202505,CN 89
PI,2202554,CN 89
PI,2202752,CN 89
PI,2202778,CN 89
PI,2202802,CN 89
PI,2202851,CN 89
PI,2202901,CN 89
PI,2203008,CN 89
PI,2203107,CN 89
PI,2203206,CN 89
PI,2203230,CN 89
PI,2203271,CN 89
PI,2203354,CN 89
PI,2203404,CN 89
PI,2203453,CN 89
PI,2203602,CN 89
PI,2203750,CN 89
PI,2203800,CN 89
PI,2203859,CN 89
PI,2203909,CN 89
PI,2204006,CN 89
PI,2204105,CN 89
PI,2204154,CN 89
PI,2204204,CN 89
PI,2204303,CN 89
PI,2204352,CN 89
PI,2204402,CN 89
PI,2204501,CN 89
PI,2204550,CN 89
PI,2204709,CN 89
PI,2204808,CN 89
PI,2204907,CN 89
PI,2205003,CN 89
PI,2205102,CN 89
PI,2205151,CN 89
PI,2205201,CN 89
PI,2205300,CN 89
PI,2205359,CN 89
PI,2205524,CN 89
PI,2205532,CN 89
PI,2205565,CN 89
PI,2205599,CN 89
PI,2205607,CN 89
PI,2205904,CN 89
PI,2205953,CN 89
PI,2206001,CN 89
PI,2206050,CN 89
PI,2206506,CN 89
PI,2206605,CN 89
PI,2206654,CN 89
PI,2206704,CN 89
PI,2206902,CN 89
PI,2207009,CN 89
PI,2207207,CN 89
PI,2207306,CN 89
PI,2207355,CN 89
PI,2207405,CN 89
PI,2207553,CN 89
PI,2207603,CN 89
PI,2207777,CN 89
PI,2207801,CN 89
PI,2207850,CN 89
PI,2207934,CN 89
PI,2207959,CN 89
PI,2208007,CN 89
PI,2208106,CN 89
PI,2208205,CN 89
PI,2208551,CN 89
PI,2208650,CN 89
PI,2208700,CN 89
PI,2208858,CN 89
PI,2208874,CN 89
PI,2208908,CN 89
PI,2209005,CN 89
PI,2209104,CN 89
PI,2209153,CN 89
PI,2209203,CN 89
PI,2209302,CN 89
PI,2209351,CN 89
PI,2209377,CN 89
PI,2209401,CN 89
PI,2209500,CN 89
PI,2209559,CN 89
PI,2209658,CN 89
PI,2209708,CN 89
PI,2209757,CN 89
PI,2209856,CN 89
PI,2209955,CN 89
PI,2210003,CN 89
PI,2210102,CN 89
PI,2210201,CN 89
PI,2210300,CN 89
PI,2210359,CN 89
PI,2210375,CN 89
PI,2210391,CN 89
PI,2210607,CN 89
PI,2210623,CN 89
PI,2210631,CN 89
PI,2210706,CN 89
PI,2210805,CN 89
PI,2210904,CN 89
PI,2210938,CN 89
PI,2210953,CN 89
PI,2210979,CN 89
PI,2211209,CN 89
PI,2211308,CN 89
PI,2211357,CN 89
PI,2211407,CN 89
PI,2211506,CN 89
PI,2211605,CN 89
PI,2211704,CN 89
PR,4101309,CN 42
PR,4102901,CN 42
PR,4103040,CN 42
PR,4103958,CN 42
PR,4104428,CN 42
PR,4104451,CN 42
PR,4104659,CN 42
PR,4104907,CN 42
PR,4106803,CN 42
PR,4107736,CN 42
PR,4108452,CN 42
PR,4108502,CN 42
PR,4108650,CN 42
PR,4108957,CN 42
PR,4109401,CN 42
PR,4110078,CN 42
PR,4110102,CN 42
PR,4110201,CN 42
PR,4110508,CN 42
PR,4110706,CN 42
PR,4111407,CN 42
PR,4113254,CN 42
PR,4113304,CN 42
PR,4113908,CN 42
PR,4115457,CN 42
PR,4115739,CN 42
PR,4117057,CN 42
PR,4117271,CN 42
PR,4117305,CN 42
PR,4117701,CN 42
PR,4117800,CN 42
PR,4118600,CN 42
PR,4118709,CN 42
PR,4119301,CN 42
PR,4119400,CN 42
PR,4119608,CN 42
PR,4119905,CN 42
PR,4120101,CN 42
PR,4120150,CN 42
PR,4120309,CN 42
PR,4120606,CN 42
PR,4121505,CN 42
PR,4121703,CN 42
PR,4121752,CN 42
PR,4122008,CN 42
PR,4122156,CN 42
PR,4123857,CN 42
PR,4125100,CN 42
PR,4125605,CN 42
PR,4127007,CN 42
PR,4127106,CN 42
PR,4127502,CN 42
PR,4127965,CN 42
PR,4128203,CN 42
PR,4128534,CN 42
PR,4128658,CN 42
SC,4213609,CN 42
PR,4100202,CN 41
PR,4100301,CN 41
PR,4100400,CN 41
PR,4101200,CN 41
PR,4101804,CN 41
PR,4102307,CN 41
PR,4103107,CN 41
PR,4104006,CN 41
PR,4104105,CN 41
PR,4104204,CN 41
PR,4104253,CN 41
PR,4105201,CN 41
PR,4105805,CN 41
PR,4106209,CN 41
PR,4106902,CN 41
PR,4107652,CN 41
PR,4109500,CN 41
PR,4109609,CN 41
PR,4111258,CN 41
PR,4113205,CN 41
PR,4114302,CN 41
PR,4115705,CN 41
PR,4116208,CN 41
PR,4118204,CN 41
PR,4119103,CN 41
PR,4119152,CN 41
PR,4119509,CN 41
PR,4119954,CN 41
PR,4120804,CN 41
PR,4121208,CN 41
PR,4122206,CN 41
PR,4122305,CN 41
PR,4125506,CN 41
PR,4127601,CN 41
PR,4127882,CN 41
PR,4128633,CN 41
PR,4100103,CN 43
PR,4100806,CN 43
PR,4101101,CN 43
PR,4101408,CN 43
PR,4101507,CN 43
PR,4101606,CN 43
PR,4101655,CN 43
PR,4101853,CN 43
PR,4101903,CN 43
PR,4102406,CN 43
PR,4102703,CN 43
PR,4102802,CN 43
PR,4103206,CN 43
PR,4103305,CN 43
PR,4103404,CN 43
PR,4103503,CN 43
PR,4103602,CN 43
PR,4103701,CN 43
PR,4103800,CN 43
PR,4104402,CN 43
PR,4104709,CN 43
PR,4105102,CN 43
PR,4106001,CN 43
PR,4106100,CN 43
PR,4106407,CN 43
PR,4106852,CN 43
PR,4107009,CN 43
PR,4107603,CN 43
PR,4107751,CN 43
PR,4108007,CN 43
PR,4108551,CN 43
PR,4108700,CN 43
PR,4109005,CN 43
PR,4109203,CN 43
PR,4109708,CN 43
PR,4109807,CN 43
PR,4111001,CN 43
PR,4111506,CN 43
PR,4111704,CN 43
PR,4111803,CN 43
PR,4111902,CN 43
PR,4112009,CN 43
PR,4112108,CN 43
PR,4112306,CN 43
PR,4112504,CN 43
PR,4112702,CN 43
PR,4112801,CN 43
PR,4112900,CN 43
PR,4113106,CN 43
PR,4113403,CN 43
PR,4113429,CN 43
PR,4113700,CN 43
PR,4113759,CN 43
PR,4113809,CN 43
PR,4114500,CN 43
PR,4114906,CN 43
PR,4115507,CN 43
PR,4115754,CN 43
PR,4116000,CN 43
PR,4116604,CN 43
PR,4117008,CN 43
PR,4117214,CN 43
PR,4117297,CN 43
PR,4119202,CN 43
PR,4119657,CN 43
PR,4120002,CN 43
PR,4120333,CN 43
PR,4120507,CN 43
PR,4120705,CN 43
PR,4121307,CN 43
PR,4121802,CN 43
PR,4121901,CN 43
PR,4122107,CN 43
PR,4122172,CN 43
PR,4122404,CN 43
PR,4122651,CN 43
PR,4122701,CN 43
PR,4122909,CN 43
PR,4123105,CN 43
PR,4123204,CN 43
PR,4123907,CN 43
PR,4124004,CN 43
PR,4124103,CN 43
PR,4124301,CN 43
PR,4124707,CN 43
PR,4125001,CN 43
PR,4125407,CN 43
PR,4125803,CN 43
PR,4126009,CN 43
PR,4126207,CN 43
PR,4126306,CN 43
PR,4126405,CN 43
PR,4126504,CN 43
PR,4126603,CN 43
PR,4126678,CN 43
PR,4127809,CN 43
PR,4128401,CN 43
PR,4128500,CN 43
PR,4100459,CN 44
PR,4100509,CN 44
PR,4100608,CN 44
PR,4100707,CN 44
PR,4100905,CN 44
PR,4101150,CN 44
PR,4101705,CN 44
PR,4102000,CN 44
PR,4102109,CN 44
PR,4102208,CN 44
PR,4102505,CN 44
PR,4103008,CN 44
PR,4103370,CN 44
PR,4103479,CN 44
PR,4103909,CN 44
PR,4104303,CN 44
PR,4105508,CN 44
PR,4105607,CN 44
PR,4105904,CN 44
PR,4106555,CN 44
PR,4106605,CN 44
PR,4106704,CN 44
PR,4107108,CN 44
PR,4107256,CN 44
PR,4107306,CN 44
PR,4107504,CN 44
PR,4107520,CN 44
PR,4107553,CN 44
PR,4107702,CN 44
PR,4107801,CN 44
PR,4107900,CN 44
PR,4108106,CN 44
PR,4108205,CN 44
PR,4108320,CN 44
PR,4108601,CN 44
PR,4108809,CN 44
PR,4108908,CN 44
PR,4109104,CN 44
PR,4109906,CN 44
PR,4110003,CN 44
PR,4110300,CN 44
PR,4110409,CN 44
PR,4110607,CN 44
PR,4110656,CN 44
PR,4110805,CN 44
PR,4110904,CN 44
PR,4111100,CN 44
PR,4111308,CN 44
PR,4111555,CN 44
PR,4111605,CN 44
PR,4112207,CN 44
PR,4112405,CN 44
PR,4112603,CN 44
PR,4112751,CN 44
PR,4112959,CN 44
PR,4113007,CN 44
PR,4113502,CN 44
PR,4113601,CN 44
PR,4113734,CN 44
PR,4114005,CN 44
PR,4114104,CN 44
PR,4114203,CN 44
PR,4114708,CN 44
PR,4114807,CN 44
PR,4115002,CN 44
PR,4115101,CN 44
PR,4115200,CN 44
PR,4115358,CN 44
PR,4115903,CN 44
PR,4116109,CN 44
PR,4116307,CN 44
PR,4116406,CN 44
PR,4116505,CN 44
PR,4116802,CN 44
PR,4116901,CN 44
PR,4117107,CN 44
PR,4117206,CN 44
PR,4117404,CN 44
PR,4117503,CN 44
PR,4117909,CN 44
PR,4118006,CN 44
PR,4118105,CN 44
PR,4118303,CN 44
PR,4118402,CN 44
PR,4118808,CN 44
PR,4118857,CN 44
PR,4118907,CN 44
PR,4119707,CN 44
PR,4120200,CN 44
PR,4120408,CN 44
PR,4120655,CN 44
PR,4121000,CN 44
PR,4121109,CN 44
PR,4121356,CN 44
PR,4122503,CN 44
PR,4122602,CN 44
PR,4123303,CN 44
PR,4123402,CN 44
PR,4123600,CN 44
PR,4123709,CN 44
PR,4123956,CN 44
PR,4124202,CN 44
PR,4124509,CN 44
PR,4124608,CN 44
PR,4124905,CN 44
PR,4125308,CN 44
PR,4125357,CN 44
PR,4125555,CN 44
PR,4125902,CN 44
PR,4126108,CN 44
PR,4126256,CN 44
PR,4126702,CN 44
PR,4126801,CN 44
PR,4126900,CN 44
PR,4127205,CN 44
PR,4127304,CN 44
PR,4127403,CN 44
PR,4127908,CN 44
PR,4127957,CN 44
PR,4128005,CN 44
PR,4128104,CN 44
PR,4128302,CN 44
PR,4128625,CN 44
PR,4128807,CN 44
PR,4101051,CN 45
PR,4103057,CN 45
PR,4103354,CN 45
PR,4103453,CN 45
PR,4104055,CN 45
PR,4104600,CN 45
PR,4104808,CN 45
PR,4105003,CN 45
PR,4105300,CN 45
PR,4106308,CN 45
PR,4107124,CN 45
PR,4107157,CN 45
PR,4107538,CN 45
PR,4108304,CN 45
PR,4109302,CN 45
PR,4109757,CN 45
PR,4110052,CN 45
PR,4110953,CN 45
PR,4113452,CN 45
PR,4114609,CN 45
PR,4115606,CN 45
PR,4115804,CN 45
PR,4115853,CN 45
PR,4116059,CN 45
PR,4116703,CN 45
PR,4117222,CN 45
PR,4117453,CN 45
PR,4118451,CN 45
PR,4120853,CN 45
PR,4121257,CN 45
PR,4123501,CN 45
PR,4123824,CN 45
PR,4124020,CN 45
PR,4124053,CN 45
PR,4125456,CN 45
PR,4125704,CN 45
PR,4125753,CN 45
PR,4126355,CN 45
PR,4127700,CN 45
PR,4127858,CN 45
PR,4128559,CN 45
PR,4101002,CN 46
PR,4102604,CN 46
PR,4102752,CN 46
PR,4103024,CN 46
PR,4103156,CN 46
PR,4103222,CN 46
PR,4104501,CN 46
PR,4105409,CN 46
PR,4105706,CN 46
PR,4106456,CN 46
PR,4106506,CN 46
PR,4106571,CN 46
PR,4107207,CN 46
PR,4107405,CN 46
PR,4107546,CN 46
PR,4107850,CN 46
PR,4108403,CN 46
PR,4109658,CN 46
PR,4111209,CN 46
PR,4114351,CN 46
PR,4114401,CN 46
PR,4115309,CN 46
PR,4115408,CN 46
PR,4116950,CN 46
PR,4117255,CN 46
PR,4117602,CN 46
PR,4118501,CN 46
PR,4119004,CN 46
PR,4119251,CN 46
PR,4119806,CN 46
PR,4120358,CN 46
PR,4120903,CN 46
PR,4121406,CN 46
PR,4121604,CN 46
PR,4122800,CN 46
PR,4123006,CN 46
PR,4123808,CN 46
PR,4124400,CN 46
PR,4124806,CN 46
PR,4125209,CN 46
PR,4126272,CN 46
PR,4126652,CN 46
PR,4128609,CN 46
PR,4128708,CN 46
RJ,3300456,CN 21
RJ,3300803,CN 21
RJ,3301702,CN 21
RJ,3301850,CN 21
RJ,3301900,CN 21
RJ,3302007,CN 21
RJ,3302270,CN 21
RJ,3302502,CN 21
RJ,3302601,CN 21
RJ,3302700,CN 21
RJ,3302858,CN 21
RJ,3303203,CN 21
RJ,3303302,CN 21
RJ,3303500,CN 21
RJ,3303609,CN 21
RJ,3304144,CN 21
RJ,3304300,CN 21
RJ,3304557,CN 21
RJ,3304904,CN 21
RJ,3305109,CN 21
RJ,3305554,CN 21
RJ,3305752,CN 21
RJ,3305802,CN 21
RJ,3300159,CN 22
RJ,3300209,CN 22
RJ,3300233,CN 22
RJ,3300258,CN 22
RJ,3300506,CN 22
RJ,3300605,CN 22
RJ,3300704,CN 22
RJ,3300902,CN 22
RJ,3300936,CN 22
RJ,3301009,CN 22
RJ,3301108,CN 22
RJ,3301157,CN 22
RJ,3301207,CN 22
RJ,3301306,CN 22
RJ,3301405,CN 22
RJ,3301504,CN 22
RJ,3301603,CN 22
RJ,3301876,CN 22
RJ,3302056,CN 22
RJ,3302106,CN 22
RJ,3302205,CN 22
RJ,3302304,CN 22
RJ,3302403,CN 22
RJ,3302452,CN 22
RJ,3303005,CN 22
RJ,3303104,CN 22
RJ,3303401,CN 22
RJ,3304102,CN 22
RJ,3304151,CN 22
RJ,3304524,CN 22
RJ,3304607,CN 22
RJ,3304706,CN 22
RJ,3304755,CN 22
RJ,3304805,CN 22
RJ,3305000,CN 22
RJ,3305133,CN 22
RJ,3305208,CN 22
RJ,3305307,CN 22
RJ,3305505,CN 22
RJ,3305604,CN 22
RJ,3305703,CN 22
RJ,3305901,CN 22
RJ,3306156,CN 22
RJ,3300100,CN 24
RJ,3300225,CN 24
RJ,3300308,CN 24
RJ,3300407,CN 24
RJ,3300951,CN 24
RJ,3301801,CN 24
RJ,3302254,CN 24
RJ,3302809,CN 24
RJ,3302908,CN 24
RJ,3303708,CN 24
RJ,3303807,CN 24
RJ,3303856,CN 24
RJ,3303906,CN 24
RJ,3303955,CN 24
RJ,3304003,CN 24
RJ,3304110,CN 24
RJ,3304128,CN 24
RJ,3304201,CN 24
RJ,3304409,CN 24
RJ,3304508,CN 24
RJ,3305158,CN 24
RJ,3305406,CN 24
RJ,3306008,CN 24
RJ,3306107,CN 24
RJ,3306206,CN 24
RJ,3306305,CN 24
RN,2400109,CN 84
RN,2400208,CN 84
RN,2400307,CN 84
RN,2400406,CN 84
RN,2400505,CN 84
RN,2400604,CN 84
RN,2400703,CN 84
RN,2400802,CN 84
RN,2400901,CN 84
RN,2401008,CN 84
RN,2401107,CN 84
RN,2401206,CN 84
RN,2401305,CN 84
RN,2401404,CN 84
RN,2401453,CN 84
RN,2401503,CN 84
RN,2401602,CN 84
RN,2401651,CN 84
RN,2401701,CN 84
RN,2401800,CN 84
RN,2401859,CN 84
RN,2401909,CN 84
RN,2402006,CN 84
RN,2402105,CN 84
RN,2402204,CN 84
RN,2402303,CN 84
RN,2402402,CN 84
RN,2402501,CN 84
RN,2402600,CN 84
RN,2402709,CN 84
RN,2402808,CN 84
RN,2402907,CN 84
RN,2403004,CN 84
RN,2403103,CN 84
RN,2403202,CN 84
RN,2403251,CN 84
RN,2403301,CN 84
RN,2403400,CN 84
RN,2403509,CN 84
RN,2403608,CN 84
RN,2403707,CN 84
RN,2403756,CN 84
RN,2403806,CN 84
RN,2403905,CN 84
RN,2404002,CN 84
RN,2404101,CN 84
RN,2404200,CN 84
RN,2404309,CN 84
RN,2404408,CN 84
RN,2404507,CN 84
RN,2404606,CN 84
RN,2404705,CN 84
RN,2404804,CN 84
RN,2404853,CN 84
RN,2404903,CN 84
RN,2405009,CN 84
RN,2405108,CN 84
RN,2405207,CN 84
RN,2405306,CN 84
RN,2405405,CN 84
RN,2405504,CN 84
RN,2405603,CN 84
RN,2405702,CN 84
RN,2405801,CN 84
RN,2405900,CN 84
RN,2406007,CN 84
RN,2406106,CN 84
RN,2406155,CN 84
RN,2406205,CN 84
RN,2406304,CN 84
RN,2406403,CN 84
RN,2406502,CN 84
RN,2406601,CN 84
RN,2406700,CN 84
RN,2406809,CN 84
RN,2406908,CN 84
RN,2407005,CN 84
RN,2407104,CN 84
RN,2407203,CN 84
RN,2407252,CN 84
RN,2407302,CN 84
RN,2407401,CN 84
RN,2407500,CN 84
RN,2407609,CN 84
RN,2407708,CN 84
RN,2407807,CN 84
RN,2407906,CN 84
RN,2408003,CN 84
RN,2408102,CN 84
RN,2408201,CN 84
RN,2408300,CN 84
RN,2408409,CN 84
RN,2408508,CN 84
RN,2408607,CN 84
RN,2408706,CN 84
RN,2408805,CN 84
RN,2408904,CN 84
RN,2408953,CN 84
RN,2409100,CN 84
RN,2409209,CN 84
RN,2409308,CN 84
RN,2409332,CN 84
RN,2409407,CN 84
RN,2409506,CN 84
RN,2409605,CN 84
RN,2409704,CN 84
RN,2409803,CN 84
RN,2409902,CN 84
RN,2410009,CN 84
RN,2410108,CN 84
RN,2410207,CN 84
RN,2410256,CN 84
RN,2410306,CN 84
RN,2410405,CN 84
RN,2410504,CN 84
RN,2410603,CN 84
RN,2410702,CN 84
RN,2410801,CN 84
RN,2410900,CN 84
RN,2411007,CN 84
RN,2411056,CN 84
RN,2411106,CN 84
RN,2411205,CN 84
RN,2411403,CN 84
RN,2411429,CN 84
RN,2411502,CN 84
RN,2411601,CN 84
RN,2411700,CN 84
RN,2411809,CN 84
RN,2411908,CN 84
RN,2412005,CN 84
RN,2412104,CN 84
RN,2412203,CN 84
RN,2412302,CN 84
RN,2412401,CN 84
RN,2412500,CN 84
RN,2412559,CN 84
RN,2412609,CN 84
RN,2412708,CN 84
RN,2412807,CN 84
RN,2412906,CN 84
RN,2413003,CN 84
RN,2413102,CN 84
RN,2413201,CN 84
RN,2413300,CN 84
RN,2413359,CN 84
RN,2413409,CN 84
RN,2413508,CN 84
RN,2413557,CN 84
RN,2413607,CN 84
RN,2413706,CN 84
RN,2413805,CN 84
RN,2413904,CN 84
RN,2414001,CN 84
RN,2414100,CN 84
RN,2414159,CN 84
RN,2414209,CN 84
RN,2414308,CN 84
RN,2414407,CN 84
RN,2414456,CN 84
RN,2414506,CN 84
RN,2414605,CN 84
RN,2414704,CN 84
RN,2414753,CN 84
RN,2414803,CN 84
RN,2414902,CN 84
RN,2415008,CN 84
RO,1100015,CN 69
RO,1100023,CN 69
RO,1100031,CN 69
RO,1100049,CN 69
RO,1100056,CN 69
RO,1100064,CN 69
RO,1100072,CN 69
RO,1100080,CN 69
RO,1100098,CN 69
RO,1100106,CN 69
RO,1100114,CN 69
RO,1100122,CN 69
RO,1100130,CN 69
RO,1100148,CN 69
RO,1100155,CN 69
RO,1100189,CN 69
RO,1100205,CN 69
RO,1100254,CN 69
RO,1100262,CN 69
RO,1100288,CN 69
RO,1100296,CN 69
